Batch,BTC-USD,SOL-USD,DOGE-USD,SHIB-USD,AVAX-USD,ADA-USD,DOT-USD,ETH-USD
1826,24120.19,,,,,,,1898.41
1827,24120.34,,,,,,,1898.4
1828,24121.1,,,,,,,1898.4
1829,24121.27,,,,,,,1898.42
1830,24122.51,,,,,,,1898.48
1831,24121.4,,,,,,,1898.48
1832,24121.4,,,,,,,1898.48
1833,24121.4,,,,,,,1898.48
1834,24122.86,,,,,,,1898.62
1835,24122.9,,,,,,,1898.64
1836,24122.3,,,,,,,1898.66
1837,24119.7,,,,,,,1898.47
1838,24119.69,,,,,,,1898.54
1839,24122.21,,,,,,,1898.54
1840,24122.21,,,,,,,1898.57
1841,24122.22,,,,,,,1898.78
1842,24122.22,,,,,,,1898.63
1843,24122.23,,,,,,,1898.89
1844,24123.52,,,,,,,1898.91
1845,24123.52,,,,,,,1898.92
1846,24123.57,,,,,,,1898.92
1847,24123.57,,,,,,,1898.84
1848,24123.57,,,,,,,1898.84
1849,24123.57,,,,,,,1898.83
1850,24123.47,,,,,,,1898.84
1851,24123.56,,,,,,,1898.88
1852,24123.56,,,,,,,1898.89
1853,24124.49,,,,,,,1898.89
1854,24124.49,,,,,,,1898.9
1855,24124.29,,,,,,,1898.9
1856,24121.37,,,,,,,1898.81
1857,24121.29,,,,,,,1898.81
1858,24121.29,,,,,,,1898.9
1859,24121.38,,,,,,,1898.97
1860,24121.29,,,,,,,1898.86
1861,24121.29,,,,,,,1898.86
1862,24121.29,,,,,,,1898.86
1863,24120.26,,,,,,,1898.86
1864,24120.26,,,,,,,1898.93
1865,24120.26,,,,,,,1898.67
1866,24120.25,,,,,,,1898.65
1867,24120.25,,,,,,,1898.65
1868,24120.26,,,,,,,1898.65
1869,24120.26,,,,,,,1898.64
1870,24120.26,,,,,,,1898.64
1871,24121.25,,,,,,,1898.75
1872,24122.23,,,,,,,1898.6
1873,24121.61,,,,,,,1898.61
1874,24121.6,,,,,,,1898.62
1875,24121.61,,,,,,,1898.45
1876,24121.6,,,,,,,1898.44
1877,24121.61,,,,,,,1898.69
1878,24118.65,,,,,,,1898.49
1879,24118.65,,,,,,,1898.49
1880,24118.62,,,,,,,1898.31
1881,24121.05,,,,,,,1898.26
1882,24121.06,,,,,,,1898.25
1883,24121.07,,,,,,,1898.49
1884,24122.41,,,,,,,1898.5
1885,24119.24,,,,,,,1898.49
1886,24119.23,,,,,,,1898.49
1887,24119.2,,,,,,,1898.48
1888,24119.2,,,,,,,1898.52
1889,24119.17,,,,,,,1898.57
1890,24119.06,,,,,,,1898.71
1891,24119.05,,,,,,,1898.72
1892,24122.26,,,,,,,1898.72
1893,24122.16,,,,,,,1898.62
1894,24122.12,,,,,,,1898.62
1895,24122.13,,,,,,,1898.62
1896,24122.16,,,,,,,1898.62
1897,24122.19,,,,,,,1898.62
1898,24122.2,,,,,,,1898.65
1899,24122.18,,,,,,,1898.65
1900,24121.42,,,,,,,1898.62
1901,24121.42,,,,,,,1898.79
1902,24119.38,,,,,,,1898.82
1903,24122.15,,,,,,,1898.82
1904,24119.73,,,,,,,1898.76
1905,24119.92,,,,,,,1898.82
1906,24122.82,,,,,,,1898.85
1907,24123.65,,,,,,,1898.86
1908,24123.77,,,,,,,1898.93
1909,24125.16,,,,,,,1898.94
1910,24125.13,,,,,,,1898.83
1911,24125.16,,,,,,,1898.83
1912,24124.49,,,,,,,1898.82
1913,24124.42,,,,,,,1899.11
1914,24124.42,,,,,,,1899.16
1915,24124.32,,,,,,,1899.16
1916,24124.32,,,,,,,1899.22
1917,24124.2,,,,,,,1899.32
1918,24125.15,,,,,,,1899.22
1919,24125.15,,,,,,,1899.23
1920,24125.16,,,,,,,1899.43
1921,24125.16,,,,,,,1899.43
1922,24125.16,,,,,,,1899.43
1923,24125.39,,,,,,,1899.32
1924,24125.39,,,,,,,1899.43
1925,24127.44,,,,,,,1899.66
1926,24126.2,,,,,,,1899.32
1927,24129.02,,,,,,,1899.38
1928,24129.02,,,,,,,1899.36
1929,24126.61,,,,,,,1899.36
1930,24126.24,,,,,,,1899.53
1931,24126.21,,,,,,,1899.51
1932,24126,,,,,,,1899.53
1933,24125.99,,,,,,,1899.47
1934,24125.74,,,,,,,1899.4
1935,24125.73,,,,,,,1899.7
1936,24125.49,,,,,,,1899.69
1937,24125.38,,,,,,,1899.66
1938,24125.38,,,,,,,1899.63
1939,24125.38,,,,,,,1899.6
1940,24124.49,,,,,,,1899.6
1941,24123.66,,,,,,,1899.4
1942,24123.65,,,,,,,1899.4
1943,24124.68,,,,,,,1899.39
1944,24124.68,,,,,,,1899.37
1945,24125.16,,,,,,,1899.37
1946,24124.1,,,,,,,1899.2
1947,24124.35,,,,,,,1899.19
1948,24125.16,,,,,,,1899.18
1949,24125.35,,,,,,,1899.24
1950,24125.64,,,,,,,1899.21
1951,24124.1,,,,,,,1899.15
1952,24124.09,,,,,,,1899.15
1953,24124.09,,,,,,,1899.13
1954,24123.68,,,,,,,1899.15
1955,24124.1,,,,,,,1899.15
1956,24124.1,,,,,,,1899.15
1957,24124.1,,,,,,,1899.13
1958,24123.68,,,,,,,1899.15
1959,24124.1,,,,,,,1899.15
1960,24124.1,,,,,,,1899.15
1961,24124.1,,,,,,,1899.32
1962,24124.1,,,,,,,1899.32
1963,24124.1,,,,,,,1899.08
1964,24123.67,,,,,,,1899.06
1965,24123.67,,,,,,,1899.05
1966,24125.24,,,,,,,1899.05
1967,24124.1,,,,,,,1899.21
1968,24124.64,,,,,,,1899.24
1969,24124.65,,,,,,,1899.24
1970,24124.59,,,,,,,1899.27
1971,24124.6,,,,,,,1899.08
1972,24124.6,,,,,,,1899.06
1973,24124.64,,,,,,,1899.07
1974,24124.63,,,,,,,1899.17
1975,24126.79,,,,,,,1899.02
1976,24124.23,,,,,,,1899.07
1977,24127.63,,,,,,,1899.07
1978,24127.97,,,,,,,1899.04
1979,24128.08,,,,,,,1899.01
1980,24128.05,,,,,,,1899.11
1981,24125.48,,,,,,,1899.03
1982,24125.52,,,,,,,1899.1
1983,24127.39,,,,,,,1899.07
1984,24127.36,,,,,,,1899.25
1985,24126.68,,,,,,,1899.25
1986,24126.69,,,,,,,1899.24
1987,24126.62,,,,,,,1899.09
1988,24126.65,,,,,,,1899.08
1989,24124.21,,,,,,,1899.07
1990,24124.21,,,,,,,1899.02
1991,24124.13,,,,,,,1899.01
1992,24124.13,,,,,,,1899
1993,24124.13,,,,,,,1899.01
1994,24124.1,,,,,,,1898.97
1995,24124.1,,,,,,,1899.01
1996,24124.1,,,,,,,1899.01
1997,24124.14,,,,,,,1899.03
1998,24124.1,,,,,,,1899.02
1999,24123.65,,,,,,,1899.02
2000,24123.65,,,,,,,1899.02
2001,24123.66,,,,,,,1899.06
2002,24123.65,,,,,,,1899.01
2003,24123.65,,,,,,,1899.01
2004,24123.65,,,,,,,1898.97
2005,24123.65,,,,,,,1898.91
2006,24122.23,,,,,,,1898.91
2007,24123.65,,,,,,,1898.91
2008,24123.65,,,,,,,1898.92
2009,24123.65,,,,,,,1898.83
2010,24123.65,,,,,,,1898.91
2011,24122.23,,,,,,,1899
2012,24123.65,,,,,,,1899
2013,24123.65,,,,,,,1898.83
2014,24123.65,,,,,,,1898.88
2015,24123.65,,,,,,,1898.9
2016,24123.86,,,,,,,1898.99
2017,24123.85,,,,,,,1899.02
2018,24123.66,,,,,,,1899.03
2019,24123.66,,,,,,,1899.13
2020,24123.65,,,,,,,1899.19
2021,24123.65,,,,,,,1899.25
2022,24123.65,,,,,,,1899.26
2023,24123.66,,,,,,,1898.84
2024,24123.66,,,,,,,1898.85
2025,24123.65,,,,,,,1898.85
2026,24123.69,,,,,,,1898.85
2027,24123.67,,,,,,,1899.22
2028,24123.67,,,,,,,1899.27
2029,24123.65,,,,,,,1899.29
2030,24123.65,,,,,,,1899.41
2031,24123.65,,,,,,,1899.45
2032,24123.65,,,,,,,1899.45
2033,24123.65,,,,,,,1899.45
2034,24124.03,,,,,,,1899.22
2035,24124.6,,,,,,,1899.45
2036,24124.58,,,,,,,1899.36
2037,24124.6,,,,,,,1899.35
2038,24123.91,,,,,,,1899.29
2039,24126.38,,,,,,,1899.43
2040,24126.39,,,,,,,1899.45
2041,24126.42,,,,,,,1899.46
2042,24126.48,,,,,,,1899.35
2043,24126.49,,,,,,,1899.43
2044,24126.38,,,,,,,1899.46
2045,24124,,,,,,,1899.46
2046,24123.98,,,,,,,1899.63
2047,24124.13,,,,,,,1899.73
2048,24124.09,,,,,,,1899.72
2049,24123.65,,,,,,,1899.75
2050,24123.65,,,,,,,1899.6
2051,24123.65,,,,,,,1899.6
2052,24123.74,,,,,,,1899.58
2053,24123.66,,,,,,,1899.57
2054,24123.65,,,,,,,1899.81
2055,24123.66,,,,,,,1899.81
2056,24123.66,,,,,,,1899.44
2057,24123.66,,,,,,,1899.41
2058,24123.66,,,,,,,1899.41
2059,24123.66,,,,,,,1899.27
2060,24123.65,,,,,,,1899.27
2061,24122.28,,,,,,,1899.21
2062,24122.25,,,,,,,1899.68
2063,24122.28,,,,,,,1899.58
2064,24122.28,,,,,,,1899.58
2065,24122.28,,,,,,,1899.59
2066,24122.28,,,,,,,1899.6
2067,24122.28,,,,,,,1899.62
2068,24122.28,,,,,,,1899.62
2069,24123.61,,,,,,,1899.46
2070,24124.3,,,,,,,1899.46
2071,24122.28,,,,,,,1899.46
2072,24124.28,,,,,,,1899.46
2073,24124.21,,,,,,,1899.49
2074,24124.17,,,,,,,1899.46
2075,24124.27,,,,,,,1899.44
2076,24124.19,,,,,,,1899.59
2077,24122.43,,,,,,,1899.61
2078,24122.43,,,,,,,1899.62
2079,24122.39,,,,,,,1899.62
2080,24122.28,,,,,,,1899.46
2081,24122.28,,,,,,,1899.47
2082,24122.28,,,,,,,1899.45
2083,24122.21,,,,,,,1899.46
2084,24122.28,,,,,,,1899.4
2085,24122.28,,,,,,,1899.45
2086,24122.29,,,,,,,1899.45
2087,24122.29,,,,,,,1899.57
2088,24122.29,,,,,,,1899.36
2089,24123.72,,,,,,,1899.39
2090,24123.71,,,,,,,1899.39
2091,24123.7,,,,,,,1899.51
2092,24124.75,,,,,,,1899.57
2093,24124.76,,,,,,,1899.54
2094,24124.76,,,,,,,1899.57
2095,24122.3,,,,,,,1899.63
2096,24122.3,,,,,,,1899.76
2097,24122.29,,,,,,,1899.77
2098,24122.29,,,,,,,1899.4
2099,24122.28,,,,,,,1899.4
2100,24122.28,,,,,,,1899.25
2101,24122.28,,,,,,,1899.54
2102,24122.29,,,,,,,1899.45
2103,24122.29,,,,,,,1899.45
2104,24122.28,,,,,,,1899.55
2105,24122.21,,,,,,,1899.52
2106,24120.02,,,,,,,1899.52
2107,24120.02,,,,,,,1899.62
2108,24122.67,,,,,,,1899.63
2109,24122.63,,,,,,,1899.75
2110,24122.62,,,,,,,1899.76
2111,24124.19,,,,,,,1899.77
2112,24123.08,,,,,,,1899.81
2113,24123.07,,,,,,,1899.81
2114,24125.33,,,,,,,1899.96
2115,24122.29,,,,,,,1899.97
2116,24122.29,,,,,,,1900
2117,24122.28,,,,,,,1899.93
2118,24122.28,,,,,,,1899.93
2119,24121.02,,,,,,,1900.13
2120,24121.02,,,,,,,1900.13
2121,24120.97,,,,,,,1900.26
2122,24120.96,,,,,,,1900.32
2123,24120.97,,,,,,,1900.32
2124,24122.05,,,,,,,1900.33
2125,24120.97,,,,,,,1900.15
2126,24120.97,,,,,,,1900.21
2127,24120.98,,,,,,,1900.02
2128,24120.97,,,,,,,1900.35
2129,24120.97,,,,,,,1900.41
2130,24120.97,,,,,,,1900.31
2131,24121.74,,,,,,,1900.31
2132,24123.43,,,,,,,1900.31
2133,24123.44,,,,,,,1900.26
2134,24123.47,,,,,,,1900.26
2135,24124.38,,,,,,,1900.37
2136,24121.16,,,,,,,1900.28
2137,24121.16,,,,,,,1900.29
2138,24121.15,,,,,,,1900.28
2139,24121.15,,,,,,,1900.29
2140,24120.97,,,,,,,1900.13
2141,24120.97,,,,,,,1900.11
2142,24119.96,,,,,,,1900.4
2143,24119.88,,,,,,,1900.4
2144,24119.84,,,,,,,1900.27
2145,24119.8,,,,,,,1900.27
2146,24119.79,,,,,,,1900.31
2147,24119.79,,,,,,,1900.51
2148,24119.78,,,,,,,1900.51
2149,24119.97,,,,,,,1900.51
2150,24122.3,,,,,,,1900.51
2151,24119.97,,,,,,,1900.7
2152,24122.14,,,,,,,1900.7
2153,24121.53,,,,,,,1900.7
2154,24122.14,,,,,,,1900.57
2155,24119.96,,,,,,,1900.69
2156,24119.96,,,,,,,1900.66
2157,24119.43,,,,,,,1900.72
2158,24121.03,,,,,,,1900.85
2159,24119.43,,,,,,,1900.88
2160,24118.65,,,,,,,1900.85
2161,24117.23,,,,,,,1900.88
2162,24117.23,,,,,,,1900.72
2163,24117.23,,,,,,,1900.72
2164,24117.23,,,,,,,1900.57
2165,24116.83,,,,,,,1900.57
2166,24118.37,,,,,,,1900.57
2167,24118.37,,,,,,,1900.56
2168,24118.63,,,,,,,1900.56
2169,24118.62,,,,,,,1900.56
2170,24118.63,,,,,,,1900.55
2171,24119.51,,,,,,,1900.57
2172,24119.87,,,,,,,1900.36
2173,24120.94,,,,,,,1900.35
2174,24120.95,,,,,,,1900.35
2175,24120.08,,,,,,,1900.35
2176,24120.07,,,,,,,1900.34
2177,24119.08,,,,,,,1900.3
2178,24118.94,,,,,,,1900.3
2179,24118.95,,,,,,,1900.25
2180,24118.98,,,,,,,1900.24
2181,24119.08,,,,,,,1900.23
2182,24116.46,,,,,,,1900.22
2183,24118.78,,,,,,,1900.21
2184,24118.36,,,,,,,1900.2
2185,24118.32,,,,,,,1900.16
2186,24115.02,,,,,,,1900.15
2187,24115.01,,,,,,,1900.15
2188,24115.01,,,,,,,1900.11
2189,24114.84,,,,,,,1900.11
2190,24114.1,,,,,,,1900.11
2191,24113.44,,,,,,,1900.59
2192,24113.32,,,,,,,1900.57
2193,24113.03,,,,,,,1900.23
2194,24113.27,,,,,,,1900.2
2195,24113.28,,,,,,,1900.54
2196,24113.37,,,,,,,1900.48
2197,24113.37,,,,,,,1900.48
2198,24113.81,,,,,,,1900.34
2199,24113.89,,,,,,,1900.37
2200,24110.98,,,,,,,1900.26
2201,24110.97,,,,,,,1900.38
2202,24114.57,,,,,,,1900.37
2203,24114.57,,,,,,,1900.37
2204,24114.61,,,,,,,1900.26
2205,24115.52,,,,,,,1900.26
2206,24116.13,,,,,,,1900.36
2207,24116.16,,,,,,,1900.26
2208,24116.34,,,,,,,1900.35
2209,24116.34,,,,,,,1900.36
2210,24118.96,,,,,,,1900.23
2211,24116.9,,,,,,,1900.14
2212,24116.16,,,,,,,1900.1
2213,24116.16,,,,,,,1900.09
2214,24115.6,,,,,,,1900.09
2215,24115.57,,,,,,,1900.09
2216,24115.57,,,,,,,1899.9
2217,24115.49,,,,,,,1899.9
2218,24113.02,,,,,,,1899.88
2219,24114.97,,,,,,,1899.88
2220,24114.92,,,,,,,1899.88
2221,24114.93,,,,,,,1899.88
2222,24114.82,,,,,,,1899.87
2223,24113.08,,,,,,,1899.87
2224,24113.07,,,,,,,1899.87
2225,24113.07,,,,,,,1899.88
2226,24113.07,,,,,,,1899.89
2227,24113.04,,,,,,,1899.89
2228,24113.03,,,,,,,1899.88
2229,24114.78,,,,,,,1899.89
2230,24114.98,,,,,,,1899.88
2231,24114.98,,,,,,,1899.87
2232,24113.05,,,,,,,1899.68
2233,24113.05,,,,,,,1899.92
2234,24113.04,,,,,,,1899.71
2235,24113.04,,,,,,,1899.68
2236,24114.14,,,,,,,1899.68
2237,24114.13,,,,,,,1899.68
2238,24114.15,,,,,,,1899.68
2239,24114.8,,,,,,,1899.84
2240,24114.79,,,,,,,1899.73
2241,24116.08,,,,,,,1899.75
2242,24116.41,,,,,,,1899.71
2243,24117.63,,,,,,,1899.65
2244,24117.63,,,,,,,1899.91
2245,24116.84,,,,,,,1899.72
2246,24117,,,,,,,1899.9
2247,24118.02,,,,,,,1899.68
2248,24117.99,,,,,,,1899.66
2249,24117.92,,,,,,,1899.66
2250,24117.82,,,,,,,1899.65
2251,24117.79,,,,,,,1899.51
2252,24118.23,,,,,,,1899.4
2253,24115.77,,,,,,,1899.39
2254,24119.09,,,,,,,1899.38
2255,24119.09,,,,,,,1899.36
2256,24116.29,,,,,,,1899.58
2257,24117.09,,,,,,,1899.59
2258,24116.88,,,,,,,1899.62
2259,24116.88,,,,,,,1899.62
2260,24116.85,,,,,,,1899.62
2261,24115.15,,,,,,,1899.63
2262,24115.12,,,,,,,1899.52
2263,24115.11,,,,,,,1899.52
2264,24116.13,,,,,,,1899.5
2265,24116.1,,,,,,,1899.5
2266,24116.11,,,,,,,1899.52
2267,24116.04,,,,,,,1899.5
2268,24116.02,,,,,,,1899.5
2269,24117.19,,,,,,,1899.37
2270,24117.19,,,,,,,1899.64
2271,24113.61,,,,,,,1899.34
2272,24113.57,,,,,,,1899.33
2273,24116.18,,,,,,,1899.48
2274,24113.57,,,,,,,1899.47
2275,24113.57,,,,,,,1899.47
2276,24113.04,,,,,,,1899.4
2277,24113.03,,,,,,,1899.39
2278,24113.03,,,,,,,1899.36
2279,24113.04,,,,,,,1899.33
2280,24113.03,,,,,,,1899.53
2281,24113.03,,,,,,,1899.58
2282,24113.03,,,,,,,1899.62
2283,24113.03,,,,,,,1899.61
2284,24113.03,,,,,,,1899.46
2285,24113.03,,,,,,,1899.6
2286,24113.02,,,,,,,1899.68
2287,24113.01,,,,,,,1899.45
2288,24113.03,,,,,,,1899.44
2289,24112.74,,,,,,,1899.35
2290,24112.75,,,,,,,1899.32
2291,24112.75,,,,,,,1899.2
2292,24112.74,,,,,,,1899.19
2293,24112.75,,,,,,,1899.18
2294,24112.74,,,,,,,1899.17
2295,24112.74,,,,,,,1899.26
2296,24112.74,,,,,,,1899.06
2297,24113.99,,,,,,,1899.2
2298,24113.99,,,,,,,1899.21
2299,24113.64,,,,,,,1899.36
2300,24113.93,,,,,,,1899.23
2301,24113.92,,,,,,,1899.23
2302,24113.92,,,,,,,1899.39
2303,24113.94,,,,,,,1899.2
2304,24111.14,,,,,,,1899.26
2305,24111.14,,,,,,,1899.17
2306,24111.07,,,,,,,1899.16
2307,24111.08,,,,,,,1899.19
2308,24109.88,,,,,,,1898.97
2309,24109.94,,,,,,,1899.04
2310,24109.94,,,,,,,1899.04
2311,24109.88,,,,,,,1899.05
2312,24109.87,,,,,,,1899.05
2313,24109.81,,,,,,,1899.04
2314,24109.81,,,,,,,1899.25
2315,24109.8,,,,,,,1899.24
2316,24109.84,,,,,,,1899.08
2317,24109.8,,,,,,,1899.17
2318,24109.8,,,,,,,1899.08
2319,24109.8,,,,,,,1899.17
2320,24109.71,,,,,,,1899.17
2321,24109.73,,,,,,,1899.08
2322,24109.73,,,,,,,1899.09
2323,24109.74,,,,,,,1899.09
2324,24109.76,,,,,,,1899.11
2325,24109.8,,,,,,,1899.11
2326,24111.13,,,,,,,1899.11
2327,24111.16,,,,,,,1898.92
2328,24111.16,,,,,,,1898.91
2329,24111.18,,,,,,,1899.2
2330,24111.75,,,,,,,1899.2
2331,24111.79,,,,,,,1899.28
2332,24109.71,,,,,,,1899.28
2333,24111.08,,,,,,,1899.29
2334,24111.11,,,,,,,1899.29
2335,24112.37,,,,,,,1899.29
2336,24112.48,,,,,,,1899.3
2337,24112.54,,,,,,,1899.33
2338,24112.6,,,,,,,1899.25
2339,24112.8,,,,,,,1899.13
2340,24113,,,,,,,1899.13
2341,24112.45,,,,,,,1899.13
2342,24113.36,,,,,,,1899.12
2343,24113.37,,,,,,,1899.12
2344,24111.34,,,,,,,1899.11
2345,24111.34,,,,,,,1899.1
2346,24111.32,,,,,,,1899.19
2347,24111.48,,,,,,,1899.19
2348,24111.4,,,,,,,1899.12
2349,24111.54,,,,,,,1899.11
2350,24114.09,,,,,,,1899.1
2351,24114.15,,,,,,,1899.13
2352,24112.15,,,,,,,1899.01
2353,24114.66,,,,,,,1899.25
2354,24114.86,,,,,,,1899.26
2355,24115.03,,,,,,,1899.21
2356,24114.85,,,,,,,1899.23
2357,24115.08,,,,,,,1899.24
2358,24115.03,,,,,,,1899.24
2359,24115.19,,,,,,,1899.08
2360,24115.24,,,,,,,1899.08
2361,24115.2,,,,,,,1899.08
2362,24115.2,,,,,,,1899.24
2363,24115.2,,,,,,,1899.25
2364,24115.21,,,,,,,1899.24
2365,24115.21,,,,,,,1899.23
2366,24116.62,,,,,,,1899.14
2367,24116.63,,,,,,,1899.15
2368,24116.62,,,,,,,1899.15
2369,24118.47,,,,,,,1899.14
2370,24118.15,,,,,,,1899.14
2371,24117.4,,,,,,,1899.1
2372,24117.4,,,,,,,1899.17
2373,24117.4,,,,,,,1899.1
2374,24118.03,,,,,,,1899.19
2375,24118.67,,,,,,,1899.17
2376,24119.72,,,,,,,1899.16
2377,24119.72,,,,,,,1899.17
2378,24119.72,,,,,,,1899.08
2379,24117.4,,,,,,,1899.11
2380,24117.31,,,,,,,1899.1
2381,24117.31,,,,,,,1899.08
2382,24117.28,,,,,,,1899.18
2383,24117.22,,,,,,,1899.08
2384,24118.54,,,,,,,1899.07
2385,24118.38,,,,,,,1899.08
2386,24116.32,,,,,,,1899.07
2387,24119.03,,,,,,,1899.07
2388,24116.46,,,,,,,1899.12
2389,24116.64,,,,,,,1899.12
2390,24116.84,,,,,,,1899.12
2391,24116.84,,,,,,,1899.12
2392,24116.85,,,,,,,1899.13
2393,24116.85,,,,,,,1899.12
2394,24116.81,,,,,,,1899.12
2395,24119.01,,,,,,,1899.13
2396,24116.87,,,,,,,1899.26
2397,24116.89,,,,,,,1899.29
2398,24117.22,,,,,,,1899.28
2399,24117.22,,,,,,,1899.3
2400,24118.43,,,,,,,1899.31
2401,24118.78,,,,,,,1899.31
2402,24118.79,,,,,,,1899.29
2403,24116.89,,,,,,,1899.29
2404,24116.89,,,,,,,1899.3
2405,24116.46,,,,,,,1899.5
2406,24116.9,,,,,,,1899.35
2407,24116.46,,,,,,,1899.5
2408,24115.78,,,,,,,1899.63
2409,24115.77,,,,,,,1899.63
2410,24115.02,,,,,,,1899.47
2411,24115.02,,,,,,,1899.33
2412,24115.01,,,,,,,1899.32
2413,24115.02,,,,,,,1899.32
2414,24115.01,,,,,,,1899.31
2415,24115.03,,,,,,,1899.05
2416,24115.03,,,,,,,1898.98
2417,24115.03,,,,,,,1898.84
2418,24115.02,,,,,,,1898.79
2419,24116.03,,,,,,,1898.91
2420,24115.02,,,,,,,1898.91
2421,24113,,,,,,,1898.97
2422,24113.01,,,,,,,1899.02
2423,24115.02,,,,,,,1899.04
2424,24115.67,,,,,,,1899.04
2425,24115.68,,,,,,,1899.04
2426,24115.67,,,,,,,1899.04
2427,24117.93,,,,,,,1899.04
2428,24117.96,,,,,,,1899.02
2429,24117.98,,,,,,,1899.03
2430,24115.81,,,,,,,1899.1
2431,24120.82,,,,,,,1899.12
2432,24120.95,,,,,,,1899.12
2433,24121.25,,,,,,,1899.14
2434,24120.97,,,,,,,1899.13
2435,24120.91,,,,,,,1898.96
2436,24120.83,,,,,,,1898.93
2437,24120.93,,,,,,,1898.93
2438,24120.83,,,,,,,1898.93
2439,24120.72,,,,,,,1898.9
2440,24120.7,,,,,,,1898.89
2441,24120.65,,,,,,,1898.87
2442,24120.58,,,,,,,1898.96
2443,24120.86,,,,,,,1898.76
2444,24120.86,,,,,,,1898.76
2445,24120.58,,,,,,,1898.76
2446,24120.54,,,,,,,1898.76
2447,24120.54,,,,,,,1898.75
2448,24122.07,,,,,,,1898.74
2449,24122.07,,,,,,,1898.69
2450,24122.07,,,,,,,1898.68
2451,24122.07,,,,,,,1898.9
2452,24122.07,,,,,,,1898.9
2453,24122.07,,,,,,,1898.72
2454,24122.07,,,,,,,1898.69
2455,24124.42,,,,,,,1898.69
2456,24124.24,,,,,,,1898.68
2457,24121.16,,,,,,,1898.67
2458,24121.16,,,,,,,1898.73
2459,24121.11,,,,,,,1898.72
2460,24121.11,,,,,,,1898.7
2461,24121.12,,,,,,,1898.67
2462,24120.81,,,,,,,1898.86
2463,24120.81,,,,,,,1898.67
2464,24120.81,,,,,,,1898.79
2465,24120.81,,,,,,,1898.81
2466,24121.68,,,,,,,1898.82
2467,24121.69,,,,,,,1898.93
2468,24121.7,,,,,,,1898.77
2469,24121.13,,,,,,,1898.72
2470,24121.14,,,,,,,1898.69
2471,24120.82,,,,,,,1898.68
2472,24120.82,,,,,,,1898.68
2473,24122.68,,,,,,,1898.68
2474,24122.67,,,,,,,1898.67
2475,24122.68,,,,,,,1898.73
2476,24122.73,,,,,,,1898.73
2477,24121.01,,,,,,,1898.74
2478,24121.12,,,,,,,1898.94
2479,24121.12,,,,,,,1898.83
2480,24120.82,,,,,,,1898.86
2481,24120.81,,,,,,,1898.86
2482,24120.81,,,,,,,1898.65
2483,24121.31,,,,,,,1898.65
2484,24122.07,,,,,,,1898.82
2485,24123.47,,,,,,,1898.82
2486,24123.41,,,,,,,1898.83
2487,24123.4,,,,,,,1898.84
2488,24123.41,,,,,,,1898.85
2489,24123.47,,,,,,,1898.81
2490,24123.4,,,,,,,1898.68
2491,24123.68,,,,,,,1898.67
2492,24123.68,,,,,,,1898.68
2493,24123.46,,,,,,,1898.65
2494,24123.6,,,,,,,1898.8
2495,24123.6,,,,,,,1898.8
2496,24123.59,,,,,,,1898.8
2497,24123.59,,,,,,,1898.97
2498,24123.6,,,,,,,1898.95
2499,24123.89,,,,,,,1898.9
2500,24123.89,,,,,,,1898.96
2501,24124.77,,,,,,,1898.96
2502,24124.77,,,,,,,1898.95
2503,24125.38,,,,,,,1899.04
2504,24125.37,,,,,,,1899.03
2505,24125.37,,,,,,,1899.03
2506,24125.38,,,,,,,1899.03
2507,24125.37,,,,,,,1899.19
2508,24123.61,,,,,,,1899.19
2509,24122.15,,,,,,,1899.19
2510,24122.16,,,,,,,1899.3
2511,24122.75,,,,,,,1899.31
2512,24122.6,,,,,,,1899.31
2513,24122.16,,,,,,,1899.41
2514,24120.84,,,,,,,1899.42
2515,24120.84,,,,,,,1899.45
2516,24120.84,,,,,,,1899.45
2517,24120.81,,,,,,,1899.46
2518,24120.81,,,,,,,1899.46
2519,24120.85,,,,,,,1899.5
2520,24120.82,,,,,,,1899.52
2521,24120.82,,,,,,,1899.44
2522,24120.82,,,,,,,1899.49
2523,24120.82,,,,,,,1899.45
2524,24120.82,,,,,,,1899.38
2525,24120.82,,,,,,,1899.31
2526,24120.82,,,,,,,1899.45
2527,24120.81,,,,,,,1899.54
2528,24120.81,,,,,,,1899.54
2529,24120.81,,,,,,,1899.54
2530,24120.83,,,,,,,1899.54
2531,24120.83,,,,,,,1899.52
2532,24120.81,,,,,,,1899.51
2533,24120.19,,,,,,,1899.51
2534,24118.96,,,,,,,1899.51
2535,24118.96,,,,,,,1899.56
2536,24118.96,,,,,,,1899.55
2537,24120,,,,,,,1899.54
2538,24119.99,,,,,,,1899.51
2539,24119.99,,,,,,,1899.5
2540,24120,,,,,,,1899.5
2541,24120.29,,,,,,,1899.49
2542,24120.28,,,,,,,1899.49
2543,24118.81,,,,,,,1899.49
2544,24120.1,,,,,,,1899.49
2545,24123.11,,,,,,,1899.49
2546,24120.22,,,,,,,1899.49
2547,24120.14,,,,,,,1899.49
2548,24120.14,,,,,,,1899.48
2549,24118.41,,,,,,,1899.48
2550,24121.58,,,,,,,1899.55
2551,24120.68,,,,,,,1899.48
2552,24120.64,,,,,,,1899.48
2553,24120.67,,,,,,,1899.45
2554,24120.68,,,,,,,1899.44
2555,24120.53,,,,,,,1899.44
2556,24120.52,,,,,,,1899.39
2557,24120.52,,,,,,,1899.35
2558,24120.52,,,,,,,1899.49
2559,24120.51,,,,,,,1899.36
